0.000000e+00 0.000000e+00
-2.970080e-04 -1.213939e-03
-3.378656e-04 -2.279513e-03
-2.966886e-04 -3.378845e-03
-2.434862e-04 -4.402137e-03
-1.738387e-04 -5.373040e-03
-8.440158e-05 -6.304287e-03
2.173276e-05 -7.186805e-03
1.412634e-04 -8.014237e-03
2.729563e-04 -8.781753e-03
4.154832e-04 -9.485731e-03
5.671052e-04 -1.012103e-02
7.260911e-04 -1.068394e-02
8.906418e-04 -1.117097e-02
1.058781e-03 -1.157942e-02
1.228442e-03 -1.190702e-02
1.397542e-03 -1.215254e-02
1.563953e-03 -1.231552e-02
1.725534e-03 -1.239643e-02
1.880180e-03 -1.239662e-02
2.025860e-03 -1.231847e-02
2.160639e-03 -1.216525e-02
2.282720e-03 -1.194117e-02
2.390486e-03 -1.165126e-02
2.482530e-03 -1.130138e-02
2.557686e-03 -1.089803e-02
2.615054e-03 -1.044827e-02
2.654021e-03 -9.959599e-03
2.674261e-03 -9.439810e-03
2.675734e-03 -8.896823e-03
2.658672e-03 -8.338579e-03
2.623553e-03 -7.772898e-03
2.571067e-03 -7.207364e-03
2.502077e-03 -6.649244e-03
2.417576e-03 -6.105426e-03
2.318642e-03 -5.582353e-03
2.206401e-03 -5.086009e-03
2.081984e-03 -4.621922e-03
1.946497e-03 -4.195160e-03
1.801000e-03 -3.810342e-03
1.646489e-03 -3.471689e-03
1.483884e-03 -3.183054e-03
1.314033e-03 -2.947918e-03
1.137719e-03 -2.769449e-03
9.556665e-04 -2.650542e-03
7.685647e-04 -2.593788e-03
5.770878e-04 -2.601497e-03
3.819199e-04 -2.675726e-03
1.837780e-04 -2.818227e-03
-1.655837e-05 -3.030412e-03
-2.182202e-04 -3.313350e-03
-4.202302e-04 -3.667699e-03
-6.214844e-04 -4.093611e-03
-8.207360e-04 -4.590693e-03
-1.016593e-03 -5.157918e-03
-1.207524e-03 -5.793514e-03
-1.391874e-03 -6.494882e-03
-1.567887e-03 -7.258525e-03
-1.733749e-03 -8.079958e-03
-1.887636e-03 -8.953646e-03
-2.027771e-03 -9.872995e-03
-2.152488e-03 -1.083035e-02
-2.260300e-03 -1.181705e-02
-2.349962e-03 -1.282351e-02
-2.420525e-03 -1.383938e-02
-2.471381e-03 -1.485370e-02
-2.502290e-03 -1.585517e-02
-2.513390e-03 -1.683235e-02
-2.505178e-03 -1.777394e-02
-2.478486e-03 -1.866899e-02
-2.434423e-03 -1.950718e-02
-2.374326e-03 -2.027896e-02
-2.299683e-03 -2.097571e-02
-2.212065e-03 -2.158985e-02
-2.113072e-03 -2.211484e-02
-2.004267e-03 -2.254521e-02
-1.887142e-03 -2.287647e-02
-1.763086e-03 -2.310508e-02
-1.633374e-03 -2.322833e-02
-1.499162e-03 -2.324426e-02
-1.361501e-03 -2.315154e-02
-1.221354e-03 -2.294942e-02
-1.079626e-03 -2.263766e-02
-9.371689e-04 -2.221642e-02
-7.948404e-04 -2.168636e-02
-6.535237e-04 -2.104850e-02
-5.141139e-04 -2.030430e-02
-3.775309e-04 -1.945544e-02
-2.448326e-04 -1.850439e-02
-1.171268e-04 -1.745358e-02
4.574266e-06 -1.630602e-02
1.191126e-04 -1.506451e-02
2.250445e-04 -1.373377e-02
3.214437e-04 -1.231562e-02
4.073683e-04 -1.081343e-02
4.778307e-04 -9.233214e-03
5.281255e-04 -7.585437e-03
5.651417e-04 -5.842532e-03
5.973893e-04 -3.956795e-03
5.014753e-04 -2.117294e-03
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
-6.004057e-05 -1.135996e-03
-7.946172e-05 -2.274450e-03
-8.830634e-05 -3.397757e-03
-6.747440e-05 -4.449174e-03
-8.334265e-06 -5.449807e-03
7.594682e-05 -6.399754e-03
1.766685e-04 -7.297106e-03
2.926500e-04 -8.138412e-03
4.226688e-04 -8.918278e-03
5.640235e-04 -9.632089e-03
7.144020e-04 -1.027547e-02
8.719462e-04 -1.084467e-02
1.034627e-03 -1.133599e-02
1.200305e-03 -1.174661e-02
1.366897e-03 -1.207436e-02
1.532322e-03 -1.231795e-02
1.694466e-03 -1.247689e-02
1.851250e-03 -1.255168e-02
2.000656e-03 -1.254375e-02
2.140738e-03 -1.245556e-02
2.269651e-03 -1.229049e-02
2.385690e-03 -1.205290e-02
2.487329e-03 -1.174803e-02
2.573239e-03 -1.138193e-02
2.642325e-03 -1.096135e-02
2.693751e-03 -1.049364e-02
2.726957e-03 -9.986568e-03
2.741657e-03 -9.448198e-03
2.737848e-03 -8.886734e-03
2.715790e-03 -8.310367e-03
2.675984e-03 -7.727142e-03
2.619136e-03 -7.144840e-03
2.546124e-03 -6.570879e-03
2.457954e-03 -6.012247e-03
2.355712e-03 -5.475462e-03
2.240531e-03 -4.966535e-03
2.113547e-03 -4.490981e-03
1.975870e-03 -4.053830e-03
1.828558e-03 -3.659658e-03
1.672607e-03 -3.312610e-03
1.508931e-03 -3.016455e-03
1.338371e-03 -2.774618e-03
1.161701e-03 -2.590210e-03
9.796392e-04 -2.466063e-03
7.928624e-04 -2.404749e-03
6.020379e-04 -2.408590e-03
4.078443e-04 -2.479652e-03
2.109949e-04 -2.619735e-03
1.226969e-05 -2.830341e-03
-1.874591e-04 -3.112636e-03
-3.872124e-04 -3.467386e-03
-5.858844e-04 -3.894884e-03
-7.822303e-04 -4.394883e-03
-9.748721e-04 -4.966481e-03
-1.162309e-03 -5.608030e-03
-1.342929e-03 -6.317038e-03
-1.515048e-03 -7.090067e-03
-1.676952e-03 -7.922645e-03
-1.826942e-03 -8.809207e-03
-1.963391e-03 -9.743062e-03
-2.084811e-03 -1.071639e-02
-2.189903e-03 -1.172032e-02
-2.277616e-03 -1.274497e-02
-2.347192e-03 -1.377969e-02
-2.398199e-03 -1.481318e-02
-2.430548e-03 -1.583378e-02
-2.444484e-03 -1.682969e-02
-2.440583e-03 -1.778928e-02
-2.419704e-03 -1.870135e-02
-2.382942e-03 -1.955534e-02
-2.331574e-03 -2.034153e-02
-2.266999e-03 -2.105123e-02
-2.190668e-03 -2.167680e-02
-2.104034e-03 -2.221173e-02
-2.008506e-03 -2.265060e-02
-1.905410e-03 -2.298904e-02
-1.795967e-03 -2.322360e-02
-1.681286e-03 -2.335170e-02
-1.562362e-03 -2.337148e-02
-1.440089e-03 -2.328171e-02
-1.315274e-03 -2.308171e-02
-1.188673e-03 -2.277129e-02
-1.061009e-03 -2.235064e-02
-9.329856e-04 -2.182040e-02
-8.053555e-04 -2.118152e-02
-6.789464e-04 -2.043544e-02
-5.546097e-04 -1.958385e-02
-4.333063e-04 -1.862890e-02
-3.162720e-04 -1.757299e-02
-2.047822e-04 -1.641926e-02
-1.000440e-04 -1.517036e-02
-4.240326e-06 -1.382940e-02
7.946012e-05 -1.239972e-02
1.501602e-04 -1.088540e-02
2.068682e-04 -9.287173e-03
2.353785e-04 -7.602681e-03
2.133410e-04 -5.826954e-03
1.564361e-04 -3.915631e-03
9.805496e-05 -1.964921e-03
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
-5.473246e-06 -1.120668e-03
5.754566e-06 -2.276568e-03
2.291766e-05 -3.411181e-03
5.794468e-05 -4.491961e-03
1.154967e-04 -5.520457e-03
1.939418e-04 -6.490300e-03
2.931222e-04 -7.405825e-03
4.101312e-04 -8.262391e-03
5.411239e-04 -9.054945e-03
6.835990e-04 -9.779079e-03
8.357582e-04 -1.043094e-02
9.953324e-04 -1.100631e-02
1.159930e-03 -1.150162e-02
1.327338e-03 -1.191408e-02
1.495386e-03 -1.224156e-02
1.661843e-03 -1.248268e-02
1.824510e-03 -1.263703e-02
1.981246e-03 -1.270513e-02
2.129968e-03 -1.268851e-02
2.268674e-03 -1.258970e-02
2.395489e-03 -1.241221e-02
2.508693e-03 -1.216058e-02
2.606754e-03 -1.184024e-02
2.688362e-03 -1.145746e-02
2.752466e-03 -1.101927e-02
2.798294e-03 -1.053328e-02
2.825371e-03 -1.000754e-02
2.833521e-03 -9.450424e-03
2.822867e-03 -8.870408e-03
2.793806e-03 -8.275945e-03
2.746983e-03 -7.675299e-03
2.683250e-03 -7.076445e-03
2.603623e-03 -6.486950e-03
2.509234e-03 -5.913895e-03
2.401279e-03 -5.363848e-03
2.280979e-03 -4.842844e-03
2.149536e-03 -4.356370e-03
2.008104e-03 -3.909398e-03
1.857758e-03 -3.506441e-03
1.699489e-03 -3.151565e-03
1.534195e-03 -2.848439e-03
1.362672e-03 -2.600415e-03
1.185641e-03 -2.410542e-03
1.003753e-03 -2.281585e-03
8.176127e-04 -2.216089e-03
6.278035e-04 -2.216385e-03
4.349171e-04 -2.284549e-03
2.395791e-04 -2.422430e-03
4.248136e-05 -2.631622e-03
-1.555967e-04 -2.913385e-03
-3.537664e-04 -3.268596e-03
-5.510068e-04 -3.697700e-03
-7.461600e-04 -4.200580e-03
-9.379339e-04 -4.776462e-03
-1.124902e-03 -5.423825e-03
-1.305524e-03 -6.140277e-03
-1.478178e-03 -6.922429e-03
-1.641199e-03 -7.765826e-03
-1.792915e-03 -8.664871e-03
-1.931715e-03 -9.612774e-03
-2.056097e-03 -1.060156e-02
-2.164730e-03 -1.162213e-02
-2.256510e-03 -1.266438e-02
-2.330607e-03 -1.371732e-02
-2.386505e-03 -1.476932e-02
-2.424027e-03 -1.580838e-02
-2.443333e-03 -1.682237e-02
-2.444916e-03 -1.779936e-02
-2.429568e-03 -1.872786e-02
-2.398336e-03 -1.959709e-02
-2.352461e-03 -2.039720e-02
-2.293319e-03 -2.111937e-02
-2.222360e-03 -2.175596e-02
-2.141040e-03 -2.230047e-02
-2.050781e-03 -2.274754e-02
-1.952928e-03 -2.309288e-02
-1.848724e-03 -2.333319e-02
-1.739300e-03 -2.346596e-02
-1.625675e-03 -2.348947e-02
-1.508766e-03 -2.340258e-02
-1.389404e-03 -2.320468e-02
-1.268359e-03 -2.289560e-02
-1.146381e-03 -2.247559e-02
-1.024209e-03 -2.194526e-02
-9.025952e-04 -2.130553e-02
-7.823848e-04 -2.055768e-02
-6.645349e-04 -1.970344e-02
-5.500000e-04 -1.874478e-02
-4.399615e-04 -1.768385e-02
-3.360816e-04 -1.652335e-02
-2.400390e-04 -1.526653e-02
-1.529386e-04 -1.391533e-02
-7.738609e-05 -1.247241e-02
-1.851194e-05 -1.094106e-02
2.006364e-05 -9.324075e-03
3.918042e-05 -7.607632e-03
3.638667e-05 -5.798011e-03
2.077779e-05 -3.884917e-03
1.449727e-05 -1.921856e-03
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
3.219856e-05 -1.141870e-03
6.389306e-05 -2.304429e-03
9.961830e-05 -3.440159e-03
1.446532e-04 -4.540135e-03
2.056738e-04 -5.589679e-03
2.887232e-04 -6.581420e-03
3.922096e-04 -7.515800e-03
5.113135e-04 -8.387344e-03
6.441996e-04 -9.192912e-03
7.895690e-04 -9.928063e-03
9.448140e-04 -1.058843e-02
1.107170e-03 -1.116985e-02
1.274463e-03 -1.166907e-02
1.444484e-03 -1.208317e-02
1.614825e-03 -1.240997e-02
1.783130e-03 -1.264816e-02
1.947151e-03 -1.279738e-02
2.104650e-03 -1.285820e-02
2.253441e-03 -1.283220e-02
2.391455e-03 -1.272203e-02
2.516764e-03 -1.253138e-02
2.627602e-03 -1.226493e-02
2.722409e-03 -1.192835e-02
2.799884e-03 -1.152815e-02
2.859010e-03 -1.107166e-02
2.899072e-03 -1.056677e-02
2.919689e-03 -1.002187e-02
2.920814e-03 -9.445631e-03
2.902720e-03 -8.846834e-03
2.865970e-03 -8.234197e-03
2.811396e-03 -7.616227e-03
2.740041e-03 -7.001073e-03
2.653099e-03 -6.396436e-03
2.551867e-03 -5.809489e-03
2.437694e-03 -5.246827e-03
2.311919e-03 -4.714462e-03
2.175830e-03 -4.217846e-03
2.030640e-03 -3.761875e-03
1.877453e-03 -3.350947e-03
1.717252e-03 -2.989032e-03
1.550899e-03 -2.679706e-03
1.379139e-03 -2.426200e-03
1.202613e-03 -2.231479e-03
1.021874e-03 -2.098262e-03
8.374201e-04 -2.029049e-03
6.497138e-04 -2.026142e-03
4.592177e-04 -2.091651e-03
2.664249e-04 -2.227480e-03
7.188715e-05 -2.435282e-03
-1.237568e-04 -2.716416e-03
-3.197518e-04 -3.071899e-03
-5.152119e-04 -3.502299e-03
-7.091097e-04 -4.007633e-03
-9.002614e-04 -4.587286e-03
-1.087333e-03 -5.239865e-03
-1.268862e-03 -5.963076e-03
-1.443270e-03 -6.753618e-03
-1.608892e-03 -7.607082e-03
-1.764034e-03 -8.517852e-03
-1.907019e-03 -9.479073e-03
-2.036240e-03 -1.048266e-02
-2.150230e-03 -1.151931e-02
-2.247737e-03 -1.257868e-02
-2.327767e-03 -1.364950e-02
-2.389639e-03 -1.471981e-02
-2.433028e-03 -1.577725e-02
-2.457977e-03 -1.680935e-02
-2.464882e-03 -1.780385e-02
-2.454474e-03 -1.874895e-02
-2.427776e-03 -1.963365e-02
-2.386031e-03 -2.044790e-02
-2.330639e-03 -2.118280e-02
-2.263088e-03 -2.183062e-02
-2.184887e-03 -2.238490e-02
-2.097512e-03 -2.284033e-02
-2.002360e-03 -2.319271e-02
-1.900729e-03 -2.343883e-02
-1.793799e-03 -2.357633e-02
-1.682629e-03 -2.360357e-02
-1.568181e-03 -2.351951e-02
-1.451333e-03 -2.332363e-02
-1.332889e-03 -2.301580e-02
-1.213625e-03 -2.259626e-02
-1.094351e-03 -2.206562e-02
-9.758772e-04 -2.142480e-02
-8.590077e-04 -2.067496e-02
-7.447734e-04 -1.981765e-02
-6.343898e-04 -1.885480e-02
-5.288697e-04 -1.778864e-02
-4.293302e-04 -1.662110e-02
-3.381194e-04 -1.535512e-02
-2.575159e-04 -1.399331e-02
-1.877407e-04 -1.253818e-02
-1.302702e-04 -1.098938e-02
-9.208055e-05 -9.351003e-03
-7.442245e-05 -7.615761e-03
-6.545990e-05 -5.791313e-03
-5.311934e-05 -3.896037e-03
-2.825270e-05 -1.940429e-03
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
5.105523e-05 -1.169589e-03
8.433926e-05 -2.339833e-03
1.310187e-04 -3.486927e-03
1.917307e-04 -4.601750e-03
2.671275e-04 -5.667012e-03
3.590086e-04 -6.678137e-03
4.669326e-04 -7.629600e-03
5.908203e-04 -8.516355e-03
7.294815e-04 -9.335252e-03
8.799925e-04 -1.008125e-02
1.039738e-03 -1.074998e-02
1.206744e-03 -1.133755e-02
1.378743e-03 -1.184057e-02
1.553121e-03 -1.225600e-02
1.727418e-03 -1.258175e-02
1.899288e-03 -1.281656e-02
2.066339e-03 -1.296007e-02
2.226191e-03 -1.301290e-02
2.376580e-03 -1.297674e-02
2.515354e-03 -1.285436e-02
2.640488e-03 -1.264960e-02
2.750140e-03 -1.236733e-02
2.842711e-03 -1.201347e-02
2.916873e-03 -1.159484e-02
2.971612e-03 -1.111905e-02
3.006261e-03 -1.059434e-02
3.020527e-03 -1.002946e-02
3.014485e-03 -9.433432e-03
2.988570e-03 -8.815357e-03
2.943548e-03 -8.184251e-03
2.880467e-03 -7.548873e-03
2.800599e-03 -6.917558e-03
2.705375e-03 -6.298125e-03
2.596314e-03 -5.697818e-03
2.474959e-03 -5.123247e-03
2.342822e-03 -4.580366e-03
2.201320e-03 -4.074537e-03
2.051749e-03 -3.610556e-03
1.895264e-03 -3.192678e-03
1.732851e-03 -2.824717e-03
1.565332e-03 -2.510127e-03
1.393382e-03 -2.252010e-03
1.217540e-03 -2.053205e-03
1.038227e-03 -1.916362e-03
8.557920e-04 -1.843924e-03
6.705300e-04 -1.838156e-03
4.827238e-04 -1.901194e-03
2.926812e-04 -2.034981e-03
1.007632e-04 -2.241230e-03
-9.257589e-05 -2.521421e-03
-2.867560e-04 -2.876703e-03
-4.810572e-04 -3.307771e-03
