4.950495e-03 4.950495e-03 0.000000e+00
1.485149e-02 4.950495e-03 1.249744e-03
2.475248e-02 4.950495e-03 2.304416e-03
3.465347e-02 4.950495e-03 3.391846e-03
4.455446e-02 4.950495e-03 4.408866e-03
5.445545e-02 4.950495e-03 5.375852e-03
6.435644e-02 4.950495e-03 6.304852e-03
7.425743e-02 4.950495e-03 7.186838e-03
8.415842e-02 4.950495e-03 8.015482e-03
9.405941e-02 4.950495e-03 8.785994e-03
1.039604e-01 4.950495e-03 9.494826e-03
1.138614e-01 4.950495e-03 1.013690e-02
1.237624e-01 4.950495e-03 1.070859e-02
1.336634e-01 4.950495e-03 1.120642e-02
1.435644e-01 4.950495e-03 1.162772e-02
1.534653e-01 4.950495e-03 1.197022e-02
1.633663e-01 4.950495e-03 1.223264e-02
1.732673e-01 4.950495e-03 1.241443e-02
1.831683e-01 4.950495e-03 1.251595e-02
1.930693e-01 4.950495e-03 1.253839e-02
2.029703e-01 4.950495e-03 1.248394e-02
2.128713e-01 4.950495e-03 1.235563e-02
2.227723e-01 4.950495e-03 1.215740e-02
2.326733e-01 4.950495e-03 1.189396e-02
2.425743e-01 4.950495e-03 1.157084e-02
2.524752e-01 4.950495e-03 1.119414e-02
2.623762e-01 4.950495e-03 1.077055e-02
2.722772e-01 4.950495e-03 1.030715e-02
2.821782e-01 4.950495e-03 9.811303e-03
2.920792e-01 4.950495e-03 9.290480e-03
3.019802e-01 4.950495e-03 8.752168e-03
3.118812e-01 4.950495e-03 8.203717e-03
3.217822e-01 4.950495e-03 7.652221e-03
3.316832e-01 4.950495e-03 7.104424e-03
3.415842e-01 4.950495e-03 6.566650e-03
3.514851e-01 4.950495e-03 6.044731e-03
3.613861e-01 4.950495e-03 5.543978e-03
3.712871e-01 4.950495e-03 5.069203e-03
3.811881e-01 4.950495e-03 4.624740e-03
3.910891e-01 4.950495e-03 4.214535e-03
4.009901e-01 4.950495e-03 3.842337e-03
4.108911e-01 4.950495e-03 3.511943e-03
4.207921e-01 4.950495e-03 3.227522e-03
4.306931e-01 4.950495e-03 2.994036e-03
4.405941e-01 4.950495e-03 2.817565e-03
4.504950e-01 4.950495e-03 2.705260e-03
4.603960e-01 4.950495e-03 2.664736e-03
4.702970e-01 4.950495e-03 2.702845e-03
4.801980e-01 4.950495e-03 2.824213e-03
4.900990e-01 4.950495e-03 3.030457e-03
5.000000e-01 4.950495e-03 3.320529e-03
5.099010e-01 4.950495e-03 3.691694e-03
5.198020e-01 4.950495e-03 4.140519e-03
5.297030e-01 4.950495e-03 4.663482e-03
5.396040e-01 4.950495e-03 5.257145e-03
5.495050e-01 4.950495e-03 5.918016e-03
5.594059e-01 4.950495e-03 6.642349e-03
5.693069e-01 4.950495e-03 7.425931e-03
5.792079e-01 4.950495e-03 8.263874e-03
5.891089e-01 4.950495e-03 9.150461e-03
5.990099e-01 4.950495e-03 1.007908e-02
6.089109e-01 4.950495e-03 1.104218e-02
6.188119e-01 4.950495e-03 1.203128e-02
6.287129e-01 4.950495e-03 1.303705e-02
6.386139e-01 4.950495e-03 1.404946e-02
6.485149e-01 4.950495e-03 1.505789e-02
6.584158e-01 4.950495e-03 1.605142e-02
6.683168e-01 4.950495e-03 1.701897e-02
6.782178e-01 4.950495e-03 1.794962e-02
6.881188e-01 4.950495e-03 1.883279e-02
6.980198e-01 4.950495e-03 1.965849e-02
7.079208e-01 4.950495e-03 2.041748e-02
7.178218e-01 4.950495e-03 2.110140e-02
7.277228e-01 4.950495e-03 2.170288e-02
7.376238e-01 4.950495e-03 2.221557e-02
7.475248e-01 4.950495e-03 2.263412e-02
7.574257e-01 4.950495e-03 2.295418e-02
7.673267e-01 4.950495e-03 2.317225e-02
7.772277e-01 4.950495e-03 2.328569e-02
7.871287e-01 4.950495e-03 2.329255e-02
7.970297e-01 4.950495e-03 2.319154e-02
8.069307e-01 4.950495e-03 2.298190e-02
8.168317e-01 4.950495e-03 2.266339e-02
8.267327e-01 4.950495e-03 2.223618e-02
8.366337e-01 4.950495e-03 2.170093e-02
8.465347e-01 4.950495e-03 2.105864e-02
8.564356e-01 4.950495e-03 2.031081e-02
8.663366e-01 4.950495e-03 1.945911e-02
8.762376e-01 4.950495e-03 1.850601e-02
8.861386e-01 4.950495e-03 1.745398e-02
8.960396e-01 4.950495e-03 1.630602e-02
9.059406e-01 4.950495e-03 1.506499e-02
9.158416e-01 4.950495e-03 1.373561e-02
9.257426e-01 4.950495e-03 1.231981e-02
9.356436e-01 4.950495e-03 1.082110e-02
9.455446e-01 4.950495e-03 9.245570e-03
9.554455e-01 4.950495e-03 7.603800e-03
9.653465e-01 4.950495e-03 5.869801e-03
9.752475e-01 4.950495e-03 4.001637e-03
9.851485e-01 4.950495e-03 2.175870e-03
9.950495e-01 4.950495e-03 0.000000e+00
4.950495e-03 1.485149e-02 0.000000e+00
1.485149e-02 1.485149e-02 1.137582e-03
2.475248e-02 1.485149e-02 2.275838e-03
3.465347e-02 1.485149e-02 3.398904e-03
4.455446e-02 1.485149e-02 4.449686e-03
5.445545e-02 1.485149e-02 5.449813e-03
6.435644e-02 1.485149e-02 6.400205e-03
7.425743e-02 1.485149e-02 7.299244e-03
8.415842e-02 1.485149e-02 8.143672e-03
9.405941e-02 1.485149e-02 8.928288e-03
1.039604e-01 1.485149e-02 9.648589e-03
1.138614e-01 1.485149e-02 1.030027e-02
1.237624e-01 1.485149e-02 1.087967e-02
1.336634e-01 1.485149e-02 1.138311e-02
1.435644e-01 1.485149e-02 1.180778e-02
1.534653e-01 1.485149e-02 1.215148e-02
1.633663e-01 1.485149e-02 1.241290e-02
1.732673e-01 1.485149e-02 1.259143e-02
1.831683e-01 1.485149e-02 1.268747e-02
1.930693e-01 1.485149e-02 1.270230e-02
2.029703e-01 1.485149e-02 1.263819e-02
2.128713e-01 1.485149e-02 1.249830e-02
2.227723e-01 1.485149e-02 1.228673e-02
2.326733e-01 1.485149e-02 1.200845e-02
2.425743e-01 1.485149e-02 1.166918e-02
2.524752e-01 1.485149e-02 1.127533e-02
2.623762e-01 1.485149e-02 1.083387e-02
2.722772e-01 1.485149e-02 1.035219e-02
2.821782e-01 1.485149e-02 9.837943e-03
2.920792e-01 1.485149e-02 9.298916e-03
3.019802e-01 1.485149e-02 8.742867e-03
3.118812e-01 1.485149e-02 8.177385e-03
3.217822e-01 1.485149e-02 7.609771e-03
3.316832e-01 1.485149e-02 7.046928e-03
3.415842e-01 1.485149e-02 6.495280e-03
3.514851e-01 1.485149e-02 5.960710e-03
3.613861e-01 1.485149e-02 5.448527e-03
3.712871e-01 1.485149e-02 4.963465e-03
3.811881e-01 1.485149e-02 4.509723e-03
3.910891e-01 1.485149e-02 4.091054e-03
4.009901e-01 1.485149e-02 3.710929e-03
4.108911e-01 1.485149e-02 3.372814e-03
4.207921e-01 1.485149e-02 3.080543e-03
4.306931e-01 1.485149e-02 2.838792e-03
4.405941e-01 1.485149e-02 2.653518e-03
4.504950e-01 1.485149e-02 2.532084e-03
4.603960e-01 1.485149e-02 2.482691e-03
4.702970e-01 1.485149e-02 2.512968e-03
4.801980e-01 1.485149e-02 2.628218e-03
4.900990e-01 1.485149e-02 2.830367e-03
5.000000e-01 1.485149e-02 3.118276e-03
5.099010e-01 1.485149e-02 3.488939e-03
5.198020e-01 1.485149e-02 3.938703e-03
5.297030e-01 1.485149e-02 4.463953e-03
5.396040e-01 1.485149e-02 5.061256e-03
5.495050e-01 1.485149e-02 5.727212e-03
5.594059e-01 1.485149e-02 6.458206e-03
5.693069e-01 1.485149e-02 7.250133e-03
5.792079e-01 1.485149e-02 8.098177e-03
5.891089e-01 1.485149e-02 8.996657e-03
5.990099e-01 1.485149e-02 9.938921e-03
6.089109e-01 1.485149e-02 1.091730e-02
6.188119e-01 1.485149e-02 1.192315e-02
6.287129e-01 1.485149e-02 1.294689e-02
6.386139e-01 1.485149e-02 1.397817e-02
6.485149e-01 1.485149e-02 1.500606e-02
6.584158e-01 1.485149e-02 1.601924e-02
6.683168e-01 1.485149e-02 1.700629e-02
6.782178e-01 1.485149e-02 1.795592e-02
6.881188e-01 1.485149e-02 1.885724e-02
6.980198e-01 1.485149e-02 1.969999e-02
